KEY;OEM;PSM;RGB;GRAY;BLUR;THRES;RESC;INV;IMAGES;BLOCKS;CONF;RUNTIME;COMMENT
13FalseFalseTrueTrueTrueTrue;1;3;False;False;True;True;True;True;;;;;ERROR with GRAY=False and THRES=TRUE'
13TrueFalseTrueTrueTrueTrue;1;3;True;False;True;True;True;True;;;;;ERROR with GRAY=False and THRES=TRUE'
111FalseFalseFalseTrueFalseFalse;1;11;False;False;False;True;False;False;;;;;ERROR with GRAY=False and THRES=TRUE'
111TrueFalseFalseTrueFalseFalse;1;11;True;False;False;True;False;False;;;;;ERROR with GRAY=False and THRES=TRUE'
111FalseFalseTrueTrueFalseFalse;1;11;False;False;True;True;False;False;;;;;ERROR with GRAY=False and THRES=TRUE'
111TrueFalseTrueTrueFalseFalse;1;11;True;False;True;True;False;False;;;;;ERROR with GRAY=False and THRES=TRUE'
111FalseFalseFalseTrueTrueFalse;1;11;False;False;False;True;True;False;;;;;ERROR with GRAY=False and THRES=TRUE'
111TrueFalseFalseTrueTrueFalse;1;11;True;False;False;True;True;False;;;;;ERROR with GRAY=False and THRES=TRUE'
111FalseFalseTrueTrueTrueFalse;1;11;False;False;True;True;True;False;;;;;ERROR with GRAY=False and THRES=TRUE'
111TrueFalseTrueTrueTrueFalse;1;11;True;False;True;True;True;False;;;;;ERROR with GRAY=False and THRES=TRUE'
111FalseFalseFalseTrueFalseTrue;1;11;False;False;False;True;False;True;;;;;ERROR with GRAY=False and THRES=TRUE'
111TrueFalseFalseTrueFalseTrue;1;11;True;False;False;True;False;True;;;;;ERROR with GRAY=False and THRES=TRUE'
111FalseFalseTrueTrueFalseTrue;1;11;False;False;True;True;False;True;;;;;ERROR with GRAY=False and THRES=TRUE'
111TrueFalseTrueTrueFalseTrue;1;11;True;False;True;True;False;True;;;;;ERROR with GRAY=False and THRES=TRUE'
111FalseFalseFalseTrueTrueTrue;1;11;False;False;False;True;True;True;;;;;ERROR with GRAY=False and THRES=TRUE'
111TrueFalseFalseTrueTrueTrue;1;11;True;False;False;True;True;True;;;;;ERROR with GRAY=False and THRES=TRUE'
111FalseFalseTrueTrueTrueTrue;1;11;False;False;True;True;True;True;;;;;ERROR with GRAY=False and THRES=TRUE'
111TrueFalseTrueTrueTrueTrue;1;11;True;False;True;True;True;True;;;;;ERROR with GRAY=False and THRES=TRUE'
112FalseFalseFalseTrueFalseFalse;1;12;False;False;False;True;False;False;;;;;ERROR with GRAY=False and THRES=TRUE'
112TrueFalseFalseTrueFalseFalse;1;12;True;False;False;True;False;False;;;;;ERROR with GRAY=False and THRES=TRUE'
112FalseFalseTrueTrueFalseFalse;1;12;False;False;True;True;False;False;;;;;ERROR with GRAY=False and THRES=TRUE'
112TrueFalseTrueTrueFalseFalse;1;12;True;False;True;True;False;False;;;;;ERROR with GRAY=False and THRES=TRUE'
112FalseFalseFalseTrueTrueFalse;1;12;False;False;False;True;True;False;;;;;ERROR with GRAY=False and THRES=TRUE'
112TrueFalseFalseTrueTrueFalse;1;12;True;False;False;True;True;False;;;;;ERROR with GRAY=False and THRES=TRUE'
112FalseFalseTrueTrueTrueFalse;1;12;False;False;True;True;True;False;;;;;ERROR with GRAY=False and THRES=TRUE'
112TrueFalseTrueTrueTrueFalse;1;12;True;False;True;True;True;False;;;;;ERROR with GRAY=False and THRES=TRUE'
112FalseFalseFalseTrueFalseTrue;1;12;False;False;False;True;False;True;;;;;ERROR with GRAY=False and THRES=TRUE'
112TrueFalseFalseTrueFalseTrue;1;12;True;False;False;True;False;True;;;;;ERROR with GRAY=False and THRES=TRUE'
112FalseFalseTrueTrueFalseTrue;1;12;False;False;True;True;False;True;;;;;ERROR with GRAY=False and THRES=TRUE'
112TrueFalseTrueTrueFalseTrue;1;12;True;False;True;True;False;True;;;;;ERROR with GRAY=False and THRES=TRUE'
112FalseFalseFalseTrueTrueTrue;1;12;False;False;False;True;True;True;;;;;ERROR with GRAY=False and THRES=TRUE'
112TrueFalseFalseTrueTrueTrue;1;12;True;False;False;True;True;True;;;;;ERROR with GRAY=False and THRES=TRUE'
112FalseFalseTrueTrueTrueTrue;1;12;False;False;True;True;True;True;;;;;ERROR with GRAY=False and THRES=TRUE'
112TrueFalseTrueTrueTrueTrue;1;12;True;False;True;True;True;True;;;;;ERROR with GRAY=False and THRES=TRUE'
113FalseFalseFalseTrueFalseFalse;1;13;False;False;False;True;False;False;;;;;ERROR with GRAY=False and THRES=TRUE'
113TrueFalseFalseTrueFalseFalse;1;13;True;False;False;True;False;False;;;;;ERROR with GRAY=False and THRES=TRUE'
113FalseFalseTrueTrueFalseFalse;1;13;False;False;True;True;False;False;;;;;ERROR with GRAY=False and THRES=TRUE'
113TrueFalseTrueTrueFalseFalse;1;13;True;False;True;True;False;False;;;;;ERROR with GRAY=False and THRES=TRUE'
113FalseFalseFalseTrueTrueFalse;1;13;False;False;False;True;True;False;;;;;ERROR with GRAY=False and THRES=TRUE'
113TrueFalseFalseTrueTrueFalse;1;13;True;False;False;True;True;False;;;;;ERROR with GRAY=False and THRES=TRUE'
113FalseFalseTrueTrueTrueFalse;1;13;False;False;True;True;True;False;;;;;ERROR with GRAY=False and THRES=TRUE'
113TrueFalseTrueTrueTrueFalse;1;13;True;False;True;True;True;False;;;;;ERROR with GRAY=False and THRES=TRUE'
113FalseFalseFalseTrueFalseTrue;1;13;False;False;False;True;False;True;;;;;ERROR with GRAY=False and THRES=TRUE'
113TrueFalseFalseTrueFalseTrue;1;13;True;False;False;True;False;True;;;;;ERROR with GRAY=False and THRES=TRUE'
113FalseFalseTrueTrueFalseTrue;1;13;False;False;True;True;False;True;;;;;ERROR with GRAY=False and THRES=TRUE'
113TrueFalseTrueTrueFalseTrue;1;13;True;False;True;True;False;True;;;;;ERROR with GRAY=False and THRES=TRUE'
113FalseFalseFalseTrueTrueTrue;1;13;False;False;False;True;True;True;;;;;ERROR with GRAY=False and THRES=TRUE'
113TrueFalseFalseTrueTrueTrue;1;13;True;False;False;True;True;True;;;;;ERROR with GRAY=False and THRES=TRUE'
113FalseFalseTrueTrueTrueTrue;1;13;False;False;True;True;True;True;;;;;ERROR with GRAY=False and THRES=TRUE'
113TrueFalseTrueTrueTrueTrue;1;13;True;False;True;True;True;True;;;;;ERROR with GRAY=False and THRES=TRUE'
